worker_sex,request_sex,age_in_range,worker_region,request_region,worker_position,request_job,worker_time,request_time,experience_match,region_match,job_match,sex_match,time_match,score
여자,여자,1,송파구,도봉구,출판 보조,사무보조,종일,종일,1,0,0,1,1,60.0
여자,남자,1,관악구,구로구,주유소 직원,주유소 직원,오전,종일,1,0,1,0,0,50.0
여자,남자,0,강남구,강남구,공장 단순노무,번역 알바,종일,오후,1,1,0,0,0,40.0
여자,남자,0,송파구,강동구,호텔 리셉션,여행사 보조,오전,종일,1,0,0,0,0,20.0
여자,남자,0,송파구,동작구,병원 접수,렌터카 안내,종일,오전,1,0,0,0,0,20.0
여자,여자,0,도봉구,구로구,고깃집,고깃집,오전,오후,1,0,1,1,0,50.0
남자,여자,0,성북구,중랑구,온라인 쇼핑몰 운영 보조,주차 요원,오후,오후,0,0,0,0,1,20.0
남자,여자,0,성동구,서대문구,샘플 배포,공장 단순노무,오후,종일,0,0,0,0,0,0.0
남자,여자,1,구로구,관악구,뷔페,피팅모델,오전,오후,1,0,0,0,0,30.0
여자,남자,1,중구,강남구,술집,술집,종일,오전,1,0,1,0,0,50.0
남자,남자,1,광진구,용산구,피팅모델,청소 알바,종일,오전,0,0,0,1,0,20.0
남자,남자,1,종로구,영등포구,식품 포장,전시회 도우미,오전,종일,1,0,0,1,0,40.0
남자,여자,0,서초구,영등포구,제과점 알바,학습지 교사,종일,오전,0,0,0,0,0,0.0
여자,여자,0,도봉구,관악구,사무보조,미스터리 쇼퍼,오전,종일,0,0,0,1,0,10.0
남자,남자,1,강서구,도봉구,전단지 배포,전단지 배포,종일,오후,1,0,1,1,0,60.0
여자,여자,0,서초구,관악구,어린이집 보조교사,보안요원,종일,오후,0,0,0,1,0,10.0
여자,남자,0,중랑구,관악구,치킨집,치킨집,종일,오후,1,0,1,0,0,40.0
여자,여자,0,성동구,강북구,술집,고깃집,종일,오후,0,0,0,1,0,10.0
여자,여자,0,양천구,서초구,웹디자인 보조,웹디자인 보조,종일,오후,0,0,1,1,0,30.0
남자,여자,0,강북구,중랑구,약국 보조,약국 보조,오전,오전,1,0,1,0,1,60.0
여자,여자,0,중구,도봉구,학습지 교사,사무실 청소,종일,오후,0,0,0,1,0,10.0
여자,남자,1,종로구,강서구,간병 도우미,면세점 스태프,오후,종일,1,0,0,0,0,30.0
남자,여자,1,강남구,광진구,전시회 도우미,전시회 도우미,오후,종일,1,0,1,0,0,50.0
남자,남자,0,서초구,성북구,전단지 배포,콜센터,오후,오전,1,0,0,1,0,30.0
여자,여자,0,중구,마포구,경비원,경비원,오전,종일,0,0,1,1,0,30.0
남자,남자,0,관악구,성북구,렌터카 안내,IT 개발 보조,오후,오후,0,0,0,1,1,30.0
남자,여자,0,성동구,금천구,횟집,리서치 조사원,오전,오후,1,0,0,0,0,20.0
남자,여자,0,마포구,중랑구,여행사 보조,서빙,오전,오후,1,0,0,0,0,20.0
남자,여자,1,중구,송파구,네일샵 보조,물류센터,오전,오후,0,0,0,0,0,10.0
남자,남자,0,강남구,성동구,온라인 쇼핑몰 운영 보조,독서실/스터디카페 관리,오전,종일,0,0,0,1,0,10.0
남자,남자,0,도봉구,동작구,편의점 알바,편의점 알바,종일,오후,1,0,1,1,0,50.0
남자,남자,0,중랑구,강서구,병원 접수,인테리어 보조,종일,오전,0,0,0,1,0,10.0
남자,여자,1,동대문구,성동구,청소 알바,면세점 스태프,종일,오전,0,0,0,0,0,10.0
여자,여자,0,도봉구,중랑구,횟집,볼링장 알바,오후,오전,1,0,0,1,0,30.0
남자,남자,1,동대문구,용산구,외국어 과외,논문 교정,오전,오전,0,0,0,1,1,40.0
남자,남자,0,영등포구,영등포구,보안요원,서점 직원,오전,오전,1,1,0,1,1,70.0
남자,남자,1,중구,성북구,서베이 조사,마트 계산원,종일,종일,0,0,0,1,1,40.0
여자,남자,1,성북구,성동구,수영장 안전요원,고깃집,오후,오전,0,0,0,0,0,10.0
여자,남자,0,동대문구,용산구,논문 교정,학교 급식 보조,오전,오후,1,0,0,0,0,20.0
여자,남자,1,금천구,광진구,영상 편집 보조,이벤트 스태프,오후,종일,0,0,0,0,0,10.0
남자,남자,1,영등포구,강남구,블로그 글쓰기,도서관 사서 보조,오후,종일,0,0,0,1,0,20.0
남자,여자,0,중구,관악구,도서관 사서 보조,약국 보조,종일,종일,1,0,0,0,1,40.0
남자,여자,0,서초구,성동구,서빙,전자부품 조립,오전,오후,1,0,0,0,0,20.0
여자,남자,1,노원구,금천구,주차 요원,주차 요원,종일,오전,1,0,1,0,0,50.0
남자,남자,0,강남구,양천구,사무실 청소,수영장 안전요원,종일,종일,0,0,0,1,1,30.0
남자,남자,1,관악구,동작구,전화 영업,전화 영업,오전,오전,1,0,1,1,1,80.0
남자,남자,0,도봉구,은평구,술집,학습지 교사,종일,오후,1,0,0,1,0,30.0
여자,남자,1,은평구,강북구,고깃집,고깃집,오후,오전,0,0,1,0,0,30.0
여자,남자,0,송파구,종로구,간병 도우미,리서치 조사원,종일,종일,1,0,0,0,1,40.0
여자,여자,1,중구,중랑구,여행사 보조,IT 개발 보조,종일,오전,0,0,0,1,0,20.0
여자,남자,0,강남구,동대문구,어린이집 보조교사,어린이집 보조교사,오전,오전,1,0,1,0,1,60.0
남자,남자,0,금천구,광진구,창고 정리,배달,종일,오후,1,0,0,1,0,30.0
여자,여자,0,동작구,동작구,사무보조,사무보조,오전,종일,1,1,1,1,0,70.0
여자,여자,1,동대문구,서초구,전화 영업,전화 영업,종일,오후,1,0,1,1,0,60.0
남자,남자,0,성동구,종로구,병원 안내,청소 알바,오전,오후,0,0,0,1,0,10.0
남자,남자,0,양천구,동작구,서베이 조사,서베이 조사,오후,오후,1,0,1,1,1,70.0
남자,남자,0,관악구,강북구,보안요원,보안요원,오전,오전,0,0,1,1,1,50.0
여자,남자,0,영등포구,강서구,제과점 알바,제과점 알바,오후,오전,1,0,1,0,0,40.0
여자,여자,1,도봉구,구로구,주차 요원,주차 요원,오전,종일,0,0,1,1,0,40.0
남자,남자,0,구로구,마포구,공장 단순노무,편의점 알바,종일,오전,1,0,0,1,0,30.0
여자,여자,1,중랑구,강북구,서베이 조사,약국 보조,종일,종일,1,0,0,1,1,60.0
여자,여자,0,강서구,도봉구,볼링장 알바,볼링장 알바,오전,오후,1,0,1,1,0,50.0
남자,여자,1,금천구,양천구,수영장 안전요원,수영장 안전요원,오후,오전,1,0,1,0,0,50.0
남자,여자,1,마포구,성동구,서베이 조사,샘플 배포,오전,오전,1,0,0,0,1,50.0
여자,여자,0,강동구,광진구,학습지 교사,제과점 알바,오전,오전,0,0,0,1,1,30.0
남자,여자,0,은평구,성동구,간병 도우미,경비원,오전,오후,1,0,0,0,0,20.0
여자,여자,1,강북구,광진구,물류센터,공장 단순노무,오전,오후,1,0,0,1,0,40.0
여자,남자,0,강동구,노원구,노래방 알바,학원 보조교사,오전,오후,0,0,0,0,0,0.0
여자,남자,1,중랑구,영등포구,SNS 관리,SNS 관리,오전,종일,1,0,1,0,0,50.0
여자,여자,0,양천구,성북구,게스트하우스 관리,뷔페,오전,오전,1,0,0,1,1,50.0
남자,남자,0,강남구,송파구,갤러리 안내원,볼링장 알바,종일,오전,1,0,0,1,0,30.0
남자,남자,0,중랑구,금천구,SNS 관리,PC방 알바,오후,종일,1,0,0,1,0,30.0
남자,여자,0,용산구,중랑구,결혼식 도우미,온라인 쇼핑몰 운영 보조,오후,오전,1,0,0,0,0,20.0
남자,여자,0,강동구,동작구,미용실 보조,고객 응대,오전,종일,0,0,0,0,0,0.0
여자,여자,0,노원구,성동구,매장 진열,간병 도우미,오전,종일,1,0,0,1,0,30.0
여자,남자,0,영등포구,강북구,택배 분류,도서 정리,오전,종일,1,0,0,0,0,20.0
남자,남자,0,양천구,광진구,전화 영업,호프집,종일,오후,1,0,0,1,0,30.0
여자,남자,0,중구,동작구,인테리어 보조,도서 정리,종일,오전,1,0,0,0,0,20.0
여자,남자,0,강서구,금천구,마사지샵 보조,출판 보조,종일,오후,1,0,0,0,0,20.0
여자,남자,0,성북구,강동구,통역 알바,제과점 알바,오전,오전,1,0,0,0,1,40.0
여자,여자,1,서초구,양천구,외국어 과외,외국어 과외,오후,오전,0,0,1,1,0,40.0
남자,여자,0,강동구,구로구,마사지샵 보조,마사지샵 보조,오후,오후,0,0,1,0,1,40.0
남자,남자,0,은평구,도봉구,제과점 알바,제과점 알바,오후,종일,1,0,1,1,0,50.0
여자,남자,0,동대문구,양천구,공항 안내,피자집,종일,오전,0,0,0,0,0,0.0
남자,남자,0,중랑구,성북구,서베이 조사,분식점 알바,종일,오후,0,0,0,1,0,10.0
여자,남자,1,성동구,용산구,창고 정리,SNS 관리,종일,종일,0,0,0,0,1,30.0
여자,남자,1,관악구,영등포구,온라인 쇼핑몰 운영 보조,온라인 쇼핑몰 운영 보조,오전,종일,1,0,1,0,0,50.0
여자,남자,1,용산구,마포구,독서실/스터디카페 관리,독서실/스터디카페 관리,종일,오전,0,0,1,0,0,30.0
여자,남자,1,종로구,강북구,렌터카 안내,택배 분류,오후,종일,1,0,0,0,0,30.0
남자,여자,1,강북구,동대문구,편의점 알바,리서치 조사원,종일,종일,1,0,0,0,1,50.0
여자,여자,1,영등포구,금천구,발렛파킹,호텔 리셉션,오후,종일,0,0,0,1,0,20.0
여자,남자,1,강동구,용산구,약국 보조,마사지샵 보조,종일,종일,0,0,0,0,1,30.0
여자,여자,0,동대문구,은평구,이벤트 스태프,건설 현장 보조,오전,오전,0,0,0,1,1,30.0
여자,남자,0,성동구,강남구,서점 직원,상품 포장,오후,종일,1,0,0,0,0,20.0
남자,남자,1,중구,서대문구,청소 알바,영상 편집 보조,오후,종일,0,0,0,1,0,20.0
여자,남자,0,성동구,강동구,분식점 알바,리서치 조사원,종일,종일,0,0,0,0,1,20.0
여자,여자,0,도봉구,양천구,주차 요원,분식점 알바,오전,오후,1,0,0,1,0,30.0
여자,남자,0,강북구,양천구,사무보조,전단지 배포,오전,오전,1,0,0,0,1,40.0
여자,여자,0,은평구,관악구,마트 계산원,영상 편집 보조,오전,오전,1,0,0,1,1,50.0
남자,남자,0,도봉구,서대문구,여행사 보조,놀이공원 스태프,오후,오전,1,0,0,1,0,30.0
여자,남자,0,은평구,강동구,이벤트 스태프,이벤트 스태프,오후,오후,1,0,1,0,1,60.0
남자,여자,0,금천구,동대문구,간병 도우미,논문 교정,오후,종일,1,0,0,0,0,20.0
남자,여자,0,성북구,중구,술집,놀이공원 스태프,오전,오전,0,0,0,0,1,20.0
남자,여자,0,광진구,강남구,행사 도우미,서점 직원,오전,종일,0,0,0,0,0,0.0
남자,여자,0,은평구,서초구,인테리어 보조,번역 알바,오전,오전,0,0,0,0,1,20.0
남자,남자,1,도봉구,강동구,횟집,도서 정리,종일,종일,1,0,0,1,1,60.0
여자,남자,0,영등포구,동작구,영상 편집 보조,피팅모델,종일,종일,1,0,0,0,1,40.0
남자,여자,0,도봉구,중구,방문판매,제과점 알바,종일,종일,1,0,0,0,1,40.0
남자,여자,1,용산구,마포구,청소 알바,전화 영업,종일,종일,1,0,0,0,1,50.0
여자,여자,0,광진구,동작구,외국어 과외,웹디자인 보조,오후,종일,1,0,0,1,0,30.0
여자,남자,1,관악구,동대문구,영화관 스태프,영화관 스태프,오전,오전,1,0,1,0,1,70.0
남자,여자,0,도봉구,영등포구,놀이방 교사 보조,식품 포장,오후,오후,0,0,0,0,1,20.0
여자,남자,0,강서구,용산구,호텔 리셉션,마트 계산원,종일,종일,0,0,0,0,1,20.0
남자,남자,1,광진구,마포구,도서 정리,학교 급식 보조,오후,오전,1,0,0,1,0,40.0
남자,남자,0,강북구,강남구,전시회 도우미,영상 편집 보조,오전,오전,0,0,0,1,1,30.0
남자,여자,1,영등포구,마포구,카페 알바,출판 보조,오후,종일,1,0,0,0,0,30.0
여자,남자,0,강서구,광진구,서빙,서빙,종일,오전,1,0,1,0,0,40.0
남자,여자,0,영등포구,노원구,미스터리 쇼퍼,발렛파킹,오후,오후,1,0,0,0,1,40.0
남자,남자,0,구로구,광진구,여행사 보조,면세점 스태프,오후,종일,0,0,0,1,0,10.0
남자,남자,0,강북구,용산구,주차관리,주차관리,오후,오전,1,0,1,1,0,50.0
남자,여자,0,노원구,노원구,유튜브 편집,과외,오전,오전,1,1,0,0,1,60.0
여자,여자,1,송파구,강동구,헬스장 데스크,도서관 사서 보조,오후,오후,1,0,0,1,1,60.0
남자,여자,0,동작구,광진구,리서치 조사원,마트 계산원,오후,오후,0,0,0,0,1,20.0
남자,여자,0,종로구,강남구,전화 영업,서베이 조사,종일,오후,1,0,0,0,0,20.0
남자,남자,0,은평구,강북구,전화 영업,문구점 직원,종일,종일,1,0,0,1,1,50.0
남자,여자,1,서대문구,은평구,전화 영업,전화 영업,종일,종일,0,0,1,0,1,50.0
여자,여자,1,관악구,종로구,약국 보조,샘플 배포,종일,종일,1,0,0,1,1,60.0
남자,남자,1,강남구,서초구,프로그래밍 보조,원어민 회화 도우미,종일,오후,0,0,0,1,0,20.0
여자,여자,0,동작구,은평구,물류센터,물류센터,오후,종일,0,0,1,1,0,30.0
남자,여자,1,강북구,강동구,학원 보조교사,행사 도우미,종일,오후,0,0,0,0,0,10.0
여자,남자,0,강동구,서초구,배달,헬스장 데스크,종일,오후,1,0,0,0,0,20.0
여자,남자,0,종로구,영등포구,창고 정리,창고 정리,오전,오후,1,0,1,0,0,40.0
여자,여자,0,강동구,강동구,공항 안내,놀이방 교사 보조,종일,오후,0,1,0,1,0,30.0
남자,여자,0,영등포구,성북구,노래방 알바,도서 정리,종일,종일,0,0,0,0,1,20.0
여자,남자,0,용산구,송파구,경비원,샘플 배포,오후,오전,1,0,0,0,0,20.0
여자,남자,1,강동구,동작구,호텔 리셉션,공장 단순노무,오전,오후,1,0,0,0,0,30.0
여자,남자,0,송파구,노원구,사무보조,전시회 도우미,종일,오후,0,0,0,0,0,0.0
남자,남자,0,송파구,양천구,카페 알바,콜센터,오후,오전,0,0,0,1,0,10.0
남자,여자,0,중구,중구,어린이집 보조교사,매장 진열,종일,오후,0,1,0,0,0,20.0
여자,남자,0,동작구,영등포구,게스트하우스 관리,게스트하우스 관리,종일,오후,0,0,1,0,0,20.0
남자,여자,0,영등포구,관악구,도서 정리,서빙,오전,오전,0,0,0,0,1,20.0
여자,여자,0,강남구,강남구,어린이집 보조교사,식품 포장,오전,오전,1,1,0,1,1,70.0
남자,여자,0,성북구,강동구,결혼식 도우미,인테리어 보조,종일,종일,1,0,0,0,1,40.0
남자,여자,0,광진구,성북구,키즈카페 스태프,병원 안내,종일,오전,0,0,0,0,0,0.0
남자,남자,0,강서구,은평구,청소 알바,갤러리 안내원,오전,오전,0,0,0,1,1,30.0
남자,남자,0,서대문구,종로구,학습지 교사,서베이 조사,오후,오후,0,0,0,1,1,30.0
여자,남자,1,성동구,강북구,샘플 배포,IT 개발 보조,종일,종일,1,0,0,0,1,50.0
여자,남자,1,관악구,종로구,공항 안내,술집,종일,오전,1,0,0,0,0,30.0
남자,여자,1,송파구,노원구,호프집,주차 요원,오후,오전,1,0,0,0,0,30.0
여자,남자,0,동대문구,양천구,택배 분류,택배 분류,종일,오전,1,0,1,0,0,40.0
남자,여자,0,성북구,강서구,세차장 직원,헬스장 데스크,종일,종일,0,0,0,0,1,20.0
여자,여자,1,성동구,양천구,도서 정리,갤러리 안내원,오전,오전,1,0,0,1,1,60.0
남자,남자,0,관악구,구로구,식품 포장,SNS 관리,오후,오후,0,0,0,1,1,30.0
여자,남자,0,용산구,용산구,전자부품 조립,병원 접수,오후,종일,1,1,0,0,0,40.0
남자,여자,0,금천구,종로구,호프집,리서치 조사원,오전,오후,1,0,0,0,0,20.0
남자,여자,0,관악구,중구,학교 급식 보조,물류센터,오전,오후,0,0,0,0,0,0.0
남자,남자,0,성동구,노원구,영상 편집 보조,영화관 스태프,종일,오후,0,0,0,1,0,10.0
남자,남자,1,성동구,성동구,발렛파킹,발렛파킹,오후,종일,0,1,1,1,0,60.0
여자,여자,1,금천구,송파구,헬스장 데스크,헬스장 데스크,오전,종일,0,0,1,1,0,40.0
남자,남자,0,마포구,관악구,블로그 글쓰기,블로그 글쓰기,종일,종일,1,0,1,1,1,70.0
남자,여자,1,도봉구,금천구,주방보조,리서치 조사원,오전,오후,1,0,0,0,0,30.0
남자,여자,0,은평구,성동구,병원 접수,치킨집,오후,오전,0,0,0,0,0,0.0
남자,여자,1,관악구,구로구,술집,놀이방 교사 보조,종일,오후,0,0,0,0,0,10.0
남자,남자,1,양천구,중구,IT 개발 보조,IT 개발 보조,오전,종일,0,0,1,1,0,40.0
여자,여자,0,서초구,도봉구,공항 안내,번역 알바,오전,종일,0,0,0,1,0,10.0
여자,남자,1,성동구,광진구,마트 계산원,마트 계산원,오전,종일,0,0,1,0,0,30.0
남자,여자,1,양천구,송파구,주차관리,출판 보조,종일,오전,1,0,0,0,0,30.0
여자,여자,0,용산구,양천구,PC방 알바,병원 접수,종일,종일,1,0,0,1,1,50.0
여자,여자,1,강북구,송파구,고깃집,블로그 글쓰기,오전,오전,1,0,0,1,1,60.0
여자,여자,0,성북구,관악구,호텔 리셉션,전자부품 조립,오후,종일,1,0,0,1,0,30.0
남자,여자,0,성북구,강북구,인테리어 보조,과외,오전,오전,0,0,0,0,1,20.0
남자,여자,1,광진구,중구,약국 보조,약국 보조,종일,오후,0,0,1,0,0,30.0
여자,여자,1,성동구,도봉구,이벤트 스태프,리서치 조사원,종일,오후,0,0,0,1,0,20.0
여자,남자,0,금천구,은평구,방문판매,방문판매,오후,오후,1,0,1,0,1,60.0
여자,남자,1,중구,중구,피자집,출판 보조,종일,오전,0,1,0,0,0,30.0
여자,여자,0,마포구,영등포구,사진 촬영 보조,사진 촬영 보조,종일,오후,0,0,1,1,0,30.0
남자,남자,0,도봉구,중구,주차 요원,제과점 알바,오후,오후,0,0,0,1,1,30.0
남자,여자,0,광진구,도봉구,유튜브 편집,미스터리 쇼퍼,오후,오후,0,0,0,0,1,20.0
여자,여자,0,동대문구,서대문구,카페 알바,문구점 직원,오후,종일,0,0,0,1,0,10.0
여자,남자,0,종로구,동대문구,헬스장 데스크,전화 영업,종일,오전,1,0,0,0,0,20.0
여자,남자,0,구로구,구로구,도서 정리,치킨집,오전,오전,1,1,0,0,1,60.0
여자,남자,0,서대문구,구로구,전자부품 조립,청소 알바,오후,종일,1,0,0,0,0,20.0
여자,남자,0,은평구,노원구,노래방 알바,노래방 알바,오후,오후,0,0,1,0,1,40.0
남자,여자,0,동대문구,광진구,영상 편집 보조,영상 편집 보조,종일,오후,1,0,1,0,0,40.0
여자,남자,0,동대문구,마포구,콜센터,도서관 사서 보조,오후,오후,1,0,0,0,1,40.0
남자,남자,1,강북구,도봉구,도서 정리,네일샵 보조,오후,오후,0,0,0,1,1,40.0
여자,남자,0,동작구,서대문구,웹디자인 보조,논문 교정,종일,오후,0,0,0,0,0,0.0
여자,여자,0,강북구,용산구,병원 접수,병원 접수,오후,종일,0,0,1,1,0,30.0
여자,남자,0,양천구,송파구,패스트푸드점,패스트푸드점,오전,오전,0,0,1,0,1,40.0
여자,남자,1,강북구,용산구,간병 도우미,놀이방 교사 보조,오전,종일,1,0,0,0,0,30.0
남자,남자,1,송파구,중랑구,논문 교정,논문 교정,종일,오후,0,0,1,1,0,40.0
남자,여자,0,서초구,성북구,사무실 청소,사무실 청소,오후,오후,1,0,1,0,1,60.0
남자,여자,1,관악구,서대문구,상품 포장,고깃집,오전,종일,0,0,0,0,0,10.0
여자,여자,0,관악구,강동구,번역 알바,번역 알바,종일,오후,0,0,1,1,0,30.0
남자,남자,0,금천구,중랑구,SNS 관리,SNS 관리,오후,오후,0,0,1,1,1,50.0
여자,여자,0,용산구,양천구,서빙,술집,오후,오전,0,0,0,1,0,10.0
여자,여자,1,강남구,노원구,분식점 알바,도서관 사서 보조,오후,종일,1,0,0,1,0,40.0
여자,여자,0,서초구,중구,전화 영업,매장 진열,종일,오전,0,0,0,1,0,10.0
남자,남자,1,관악구,광진구,사무보조,사무보조,종일,오전,0,0,1,1,0,40.0
남자,여자,1,성북구,광진구,주차 요원,학습지 교사,종일,오후,1,0,0,0,0,30.0
남자,남자,0,서초구,성북구,수영장 안전요원,온라인 쇼핑몰 운영 보조,종일,종일,0,0,0,1,1,30.0
여자,여자,1,은평구,은평구,피팅모델,출판 보조,오전,종일,0,1,0,1,0,40.0
여자,남자,0,강북구,서초구,IT 개발 보조,학습지 교사,오후,오전,1,0,0,0,0,20.0
남자,여자,1,노원구,강서구,콜센터,블로그 글쓰기,오후,종일,1,0,0,0,0,30.0
여자,여자,0,강서구,마포구,게스트하우스 관리,게스트하우스 관리,오전,오전,0,0,1,1,1,50.0
남자,남자,1,성동구,송파구,주차 요원,병원 접수,오후,종일,0,0,0,1,0,20.0
여자,남자,0,강동구,서대문구,볼링장 알바,블로그 글쓰기,오전,오후,1,0,0,0,0,20.0
여자,남자,0,용산구,종로구,게스트하우스 관리,외국어 과외,오전,오후,1,0,0,0,0,20.0
남자,남자,0,성북구,서대문구,택배 분류,택배 분류,오후,오후,0,0,1,1,1,50.0
남자,남자,0,강서구,강서구,호프집,사무실 청소,오전,종일,0,1,0,1,0,30.0
여자,여자,0,중구,도봉구,청소 알바,주차 요원,종일,오전,0,0,0,1,0,10.0
남자,남자,1,용산구,중랑구,유튜브 편집,유튜브 편집,오전,종일,1,0,1,1,0,60.0
여자,남자,1,구로구,중구,네일샵 보조,주차 요원,오후,종일,1,0,0,0,0,30.0
여자,남자,0,은평구,금천구,서점 직원,서점 직원,오전,종일,1,0,1,0,0,40.0
남자,남자,0,은평구,노원구,카페 알바,카페 알바,오전,오전,0,0,1,1,1,50.0
남자,남자,1,서초구,강남구,분식점 알바,게스트하우스 관리,오전,오전,0,0,0,1,1,40.0
여자,여자,0,은평구,관악구,편의점 알바,편의점 알바,종일,오후,1,0,1,1,0,50.0
여자,여자,1,서대문구,서대문구,사진 촬영 보조,피팅모델,오후,오후,1,1,0,1,1,80.0
여자,여자,0,용산구,동대문구,어린이집 보조교사,어린이집 보조교사,오후,오후,0,0,1,1,1,50.0
여자,남자,0,동작구,중랑구,분식점 알바,분식점 알바,오후,오후,0,0,1,0,1,40.0
여자,여자,0,동작구,동작구,호프집,콜센터,오전,오후,0,1,0,1,0,30.0
여자,남자,0,양천구,도봉구,서베이 조사,창고 정리,오후,오전,0,0,0,0,0,0.0
남자,여자,0,강북구,서초구,갤러리 안내원,고깃집,오전,오후,0,0,0,0,0,0.0
남자,남자,0,서대문구,강동구,과외,과외,오전,종일,0,0,1,1,0,30.0
여자,여자,1,성동구,서초구,발렛파킹,발렛파킹,오전,오후,0,0,1,1,0,40.0
여자,여자,0,마포구,송파구,서빙,전자부품 조립,오후,오후,1,0,0,1,1,50.0
여자,여자,1,서초구,서대문구,SNS 관리,창고 정리,오후,오전,0,0,0,1,0,20.0
여자,남자,0,노원구,강서구,청소 알바,청소 알바,종일,종일,1,0,1,0,1,60.0
여자,여자,0,도봉구,노원구,인테리어 보조,아이스크림 가게,오전,종일,1,0,0,1,0,30.0
남자,여자,0,송파구,동대문구,외국어 과외,뷔페,오전,오후,0,0,0,0,0,0.0
여자,남자,0,동작구,동작구,택배 분류,택배 분류,오후,종일,1,1,1,0,0,60.0
여자,남자,0,중구,성북구,보안요원,전화 영업,종일,오전,0,0,0,0,0,0.0
남자,남자,0,강서구,은평구,피자집,학교 급식 보조,오전,오후,1,0,0,1,0,30.0
여자,여자,0,영등포구,은평구,경비원,IT 개발 보조,오후,오전,0,0,0,1,0,10.0
남자,남자,1,용산구,서대문구,리서치 조사원,노래방 알바,오전,종일,0,0,0,1,0,20.0
남자,남자,0,영등포구,용산구,렌터카 안내,미스터리 쇼퍼,종일,종일,0,0,0,1,1,30.0
남자,여자,1,중랑구,강남구,경비원,피자집,오후,오전,0,0,0,0,0,10.0
여자,여자,0,중랑구,용산구,영화관 스태프,볼링장 알바,오후,오전,0,0,0,1,0,10.0
여자,남자,0,강북구,송파구,리서치 조사원,전화 영업,오후,오전,1,0,0,0,0,20.0
여자,여자,0,도봉구,중구,논문 교정,논문 교정,오후,종일,0,0,1,1,0,30.0
남자,여자,0,송파구,광진구,네일샵 보조,카페 알바,종일,오후,0,0,0,0,0,0.0
남자,남자,0,도봉구,중랑구,학원 보조교사,학원 보조교사,종일,오전,1,0,1,1,0,50.0
남자,남자,1,종로구,강북구,면세점 스태프,면세점 스태프,오전,오전,1,0,1,1,1,80.0
남자,남자,0,금천구,송파구,아이스크림 가게,마트 계산원,종일,오후,0,0,0,1,0,10.0
남자,여자,1,중랑구,강북구,행사 도우미,행사 도우미,종일,종일,1,0,1,0,1,70.0
여자,여자,0,성북구,종로구,배달,행사 도우미,오후,종일,0,0,0,1,0,10.0
여자,여자,1,강북구,서초구,논문 교정,논문 교정,오전,오전,1,0,1,1,1,80.0
여자,남자,0,구로구,양천구,치킨집,학습지 교사,오후,오전,0,0,0,0,0,0.0
여자,여자,0,종로구,강북구,전시회 도우미,호프집,오후,종일,1,0,0,1,0,30.0
남자,여자,1,중랑구,용산구,택배 분류,병원 안내,종일,오후,0,0,0,0,0,10.0
여자,남자,1,마포구,도봉구,피팅모델,번역 알바,종일,오후,0,0,0,0,0,10.0
남자,남자,0,마포구,양천구,학습지 교사,원어민 회화 도우미,종일,오전,0,0,0,1,0,10.0
여자,여자,0,광진구,영등포구,서베이 조사,제과점 알바,오후,오후,0,0,0,1,1,30.0
남자,여자,1,노원구,양천구,헬스장 데스크,헬스장 데스크,종일,오후,1,0,1,0,0,50.0
여자,남자,0,도봉구,종로구,인테리어 보조,통역 알바,종일,오후,0,0,0,0,0,0.0
남자,남자,0,마포구,강남구,고깃집,어린이집 보조교사,오후,오후,0,0,0,1,1,30.0
남자,남자,0,도봉구,종로구,어린이집 보조교사,도서 정리,종일,오전,1,0,0,1,0,30.0
여자,남자,1,중랑구,성동구,청소 알바,청소 알바,종일,종일,0,0,1,0,1,50.0
여자,남자,0,강북구,강남구,주차관리,주차관리,종일,종일,0,0,1,0,1,40.0
남자,남자,0,성동구,용산구,독서실/스터디카페 관리,독서실/스터디카페 관리,오후,오전,1,0,1,1,0,50.0
여자,남자,0,강북구,영등포구,횟집,전단지 배포,오전,종일,1,0,0,0,0,20.0
남자,여자,0,서대문구,동작구,독서실/스터디카페 관리,주유소 직원,오전,오전,0,0,0,0,1,20.0
여자,여자,1,종로구,용산구,방문판매,편의점 알바,종일,종일,1,0,0,1,1,60.0
남자,여자,1,마포구,용산구,통역 알바,횟집,오전,오전,1,0,0,0,1,50.0
남자,남자,0,영등포구,동대문구,고객 응대,고객 응대,오전,오후,0,0,1,1,0,30.0
남자,여자,0,노원구,구로구,카페 알바,치킨집,오후,오전,0,0,0,0,0,0.0
여자,여자,1,강서구,성동구,문구점 직원,웹디자인 보조,오전,오전,1,0,0,1,1,60.0
남자,남자,0,마포구,용산구,술집,술집,종일,오전,0,0,1,1,0,30.0
남자,남자,1,마포구,마포구,PC방 알바,PC방 알바,종일,오후,0,1,1,1,0,60.0
남자,여자,1,동대문구,강서구,주유소 직원,도서 정리,오전,종일,0,0,0,0,0,10.0
여자,남자,1,은평구,강서구,결혼식 도우미,학교 급식 보조,오전,오후,1,0,0,0,0,30.0
여자,여자,0,강동구,양천구,보안요원,노래방 알바,오후,오전,0,0,0,1,0,10.0
남자,남자,0,마포구,서초구,주차관리,학원 보조교사,종일,오전,0,0,0,1,0,10.0
여자,남자,0,동작구,금천구,간병 도우미,문구점 직원,오전,오후,0,0,0,0,0,0.0
남자,남자,0,관악구,강동구,전자부품 조립,제과점 알바,오전,종일,0,0,0,1,0,10.0
여자,남자,0,서대문구,강동구,배달,주유소 직원,오전,오후,0,0,0,0,0,0.0
